"6.93076","-288.186","-105.484"
"30.0305","-251.098","-95.2517"

"9.51875","-243.044","-95.2353"
"-20.2857","-281.095","-101.236"

"-11.7295","-284.027","-112.063"
"9.41892","-248.607","-105.053"

"-2.62557","-275.142","-158.707"
"17.6793","-250.617","-153.608"

"17.9604","-251.773","-144.72"
"0.681949","-283.216","-149.797"

"15.4869","-252.014","-120.129"
"18.6416","-271.955","-133.173"

"14.6802","-242.27","-91.3119"
"18.0929","-273.256","-127.255"

"34.026","-251.561","-86.9256"
"-19.8309","-280.764","-107.821"
