19.8728260220,-248.292596529,-144.158006995
0.205571855936,-284.082567055,-149.936914074

14.2204291051,-238.096037617,-86.4701090712
18.2978815800,-275.116633985,-129.413821756

13.6843247456,-237.726240081,-94.3965196913
-20.6528365139,-281.563286880,-101.310302703

33.0842513424,-246.195272788,-93.8990712445
5.69534549845,-290.169361875,-106.030718855

14.4934149034,-240.107599636,-103.371213786
-12.0327722690,-284.534991568,-112.163571679

20.2166473122,-247.552541395,-152.971262147
-4.19229190945,-277.034859629,-159.100189151

36.8028502841,-250.055015563,-85.8482574856
-20.6629192450,-281.215003974,-108.143408479

14.5921444206,-246.358825451,-116.429643144
18.9034407350,-273.610572987,-134.255912105
