"19.6074","-251.724","-111.088"
"29.9401","-271.268","-104.986"
"35.2553","-273.273","-90.3751"
"36.3871","-265.789","-87.9766"
"26.4331","-245.052","-85.1352"
"30.056","-248.947","-90.3946"
"-7.58992","-263.87","-134.268"
"-12.9144","-263.447","-121.457"
"-16.7889","-264.317","-116.1"
"-25.8646","-269.071","-105.139"
"-15.0775","-284.47","-95.9266"
"-20.1375","-280.53","-92.6943"
"-25.817","-275.43","-93.5925"
"-29.926","-262.59","-94.1913"
"-0.0195308","-264.757","-172.494"
"17.916","-267.751","-174.849"
"20.2874","-264.753","-165.006"
"-1.67405","-264.548","-162.838"
"23.6425","-259.177","-129.443"
"9.04876","-282.659","-124.39"
