-5.06597122196,-263.913960924,-171.831598936
19.0559565457,-267.941842559,-174.998271290

-25.9781050572,-282.052729656,-93.1818031296
36.9658162148,-265.638564669,-87.9282972207

-6.34294941336,-264.504148193,-162.377088064
21.2685743687,-264.761797090,-165.102488431

-11.8421100937,-264.508841846,-134.925181766
24.0311946925,-259.118221038,-129.383071321

-29.3009786114,-277.455830637,-94.1564261031
27.2892298153,-244.553883597,-84.9965784822

-33.3407766439,-263.366393583,-94.4074182831
32.0025090260,-248.504700949,-90.2713451440

-30.3816547898,-268.893285309,-105.151502909
31.3389932658,-271.323028533,-104.982090287

-21.9263908320,-285.993365544,-96.6820419400
36.4199446546,-273.013544017,-90.2466086419

-17.7600337484,-259.207893938,-120.809876601
9.19079528307,-282.783478254,-124.409015838

-23.7809104753,-266.736325189,-117.062580798
22.4187536187,-250.751169707,-110.700746939
